,company,job_title,job_descr,time_of_scrape,job_search_term,job_location,salary_from_page_source_as_stated,salary_from_page_source_conv_hourly,salary_from_page_source_time_period,Num_reviews,Loc_from_title,date
48,Consortia,Lead Data Scientist,shared and progression a a Lead Data Scientist My client is looking for an innovative proactive and passionate Lead Data Scientist to sit under the Head of Data Science and line manage a team of intelligent and motivated Data professional If you want to stay at the forefront of technology get for your brilliance and join a of like-minded data advocate then I would love to hear from you You will hit the ground running in a successful Data Science function supported with the infrastructure and resource to produce the best solution My client understands the importance of flexibility when to tool and technique so you ll be able to promote the tool and process best suited to the problem Autonomy Collaboration is key in this Data Science Lead position whether that s with other team lead academic research partner or C-Suite stakeholder My client for this Lead Data Scientist role is ready to start the interview process don t worry it won t be a 6 stage process you never get for if you feel like you have the drive and passion to succeed in this role I would love to hear from you Set slap-bang in the heart of London it s accessible via tube bus and rail Nice to have experience Ability to write in relevant language s Commercial experience implementing Data Science Analytics Modelling technique Experience successfully leading managing and developing growing a Data team in environment To find out more about the role email me drop me a line on or call one of the team on Show phone number ,Tue Nov 24 12:57:38 2020,"title:(data, scientist)",,75000.0,39.52,Y,,London,2020-11-24
49,Natter ai,Data Scientist,At Natter ai we specialise in natural language technology including AI chatbots remessaging and business intelligence We are looking for a talented Data Scientist to join the growing team at startup Natter ai you will analyse large amount of raw data to find pattern and build model that will extract valuable business insight You should be analysis-driven with a head for math and statistic Critical thinking and problem-solving skill are essential for interpreting data A passion for machine-learning and research would be advantageous We deliver technology to an exciting and diverse Client base We a philosophy of rapid prototyping Based in Oxfordshire we have an informal positive and flexible working environment We are looking to build an excellent team that can help u deliver on our exciting growth plan Role responsibility Identify valuable data source and process Undertake preprocessing of structured and unstructured data Analyse large amount of information to trend and pattern Build model and machine-learning algorithm Combine model through ensemble modeling Present information using data visualisation technique Propose solution and strategy to business challenge Collaborate with development team Essential skill Proven experience a a Data Scientist or Data Analyst Strong background in statistic or econometrics regression analysis causal inference univariate and multiple time series analysis dynamic linear modelling bayesian forecasting interest in machine learning algorithm would be beneficial Experience in data mining Understanding of machine-learning and operation research of R SQL and Python familiarity with Scala Java or C is an asset Experience using business intelligence tool and data framework Analytical mind and business acumen Strong math skill e g statistic algebra Problem-solving aptitude BSc BA in Computer Science Engineering or relevant field graduate degree in Data Science or other quantitative field is preferred Self-motivated and able to thrive in a results-driven environment Ability to prioritise task Attention to detail Strong emphasis on quality assurance Excellent time management problem solving teamwork and people skill Good written and skill in English Desirable skill Understanding of website development marketing measurement and management digital marketing and internet technology Experience working in an agency or similar digital environment What we offer Flexible working hour Part remote working UK office based in Charlbury with great transport link Salary negotiable based on experience Opportunity to help shape the culture Generous benefit Please send your CV letter to email No recruitment agency please ,Tue Nov 24 12:57:43 2020,"title:(data, scientist)",,,,,,Charlbury,2020-11-24
50,Spot Intelligence,Senior Data Scientist,Help build the platform by designing and productising machine learning model Job Responsibilities Adhere to practice use git and use test driven development Research and design new machine learning model Scale your solution in production Monitor the performance of your model already in production and improve them on a regular basis Train and mentor junior team member Work in team to improve yourself and those around you Skills and Qualifications Python Machine Learning Deep Learning Test Driven Development Git Research Independence Team Player ,Tue Nov 24 12:57:49 2020,"title:(data, scientist)",,,,,,London,2020-11-24
51,Entia,Data Scientist,Data Scientist Entia Ltd Highbury London UK Permanent Full Time We re looking for a Data Scientist to join Entia s Technical team You ll develop algorithm to optimise the performance of our home monitoring solution You ll work with both real and artificial data set to improve clinical decision making based on data provided by our device You ll work alongside lively and enthusiastic designer engineer product manager and researcher a we prototype tinker build test and ultimately launch our product Ultimately you ll be helping to create product that improve the life of million of people Entia is of multidisciplinary expert with a passion for improving the life of people living with With our product we allow people to enjoy their life with family and friend free from the stress hospital appointment and safe in the that their health is being Our home solution are created from the ground-up with the user at the heart of the development process and in partnership with healthcare service around the world Entia is backed by some of the UK s leading investor and is linked with many top healthcare provider We have unique award-winning technology and design and are targeting major global healthcare market What you ll do Develop new analytical process and algorithm to improve the clinical performance of our home monitoring system Work with our engineering clinical and business development team to create optimised solution for healthcare provider and patient Help to maintain and cultivate the Entia s positive culture You have A strong statistic background Experience with image processing problem Experience modelling multivariate problem e g Monte Carlo model Experience in developing algorithm based on data analysis Python programming skill e g data manipulation and analysis Prior experience of software Ideally you ll also have Experience in medical product Experience of having worked in a start-up environment to bachelours degree level or higher or have equivalent experience in a mathematics or statistic related field You are Resourceful and have a proactive hands-on approach to problem-solving A team player and are happy with others Able complex idea to team member from a variety of background clinical Someone with a good level of attention to detail Have skill Have a willingness to improve yourself and actively seek out and suggestion A genuine believer in diversity fairness and inclusion What we can offer The opportunity to join a rapidly at the forefront of a new healthcare sector The chance to be involved in the creation and improvement of system process and culture with far-reaching impact The ability to help shape the career of talented engineer and developer enabling them to reach their full potential A flexible and fun work environment filled with passionate and extremely capable people event including team building event social activity and trip ,Tue Nov 24 12:57:54 2020,"title:(data, scientist)",,,,,,London,2020-11-24
52,O,Senior Data Scientist,Location Slough 9 Month We are O2 brand of Telefonica UK a leading company owned by Telefonica S A We put our 25 million UK customer at the heart of everything we do so we can use our technology them to the experience they live for And just like our customer we open up exciting possibility for our employee too Great benefit Generous reward High-quality training Ongoing career development These are just some of the reason to join u We re always on the lookout for great talent and we re all about inclusivity We want to be a true reflection of our customer and to help u make the best decision That s why everybody s at O2 it s time to get everyone in the room What do the team do The Data Science Team sitting in the Analytics team in our Data Insights Analytics function creates new capability to make faster and better decision and find actionable opportunity within our wealth of data particularly building out our AI and Machine Learning capability working with other area of the business We have c 20m customer and a wealth of structured and unstructured data including but not limited to Transactions and billing Detailed customer call million per day Usage of our loyalty programme million per month Geographical data million of point per day Profitability of each customer Network usage How will you fit into this The Senior Data Scientist PCGU is one of the senior member of the team responsible for enabling the improvement of decision taking across the organisation working alongside our Accelerate O2 business transformation programme which aim to radically transform our customer experience and make it simpler for our people and do their job Some of the more specific responsibility Working with stakeholder and within the Data Science team create capability model and capitalise on opportunity through the exploitation of internal and external data using advanced technique such a Machine Learning with support from senior member of the team Work closely with IT and our Accelerate O2 programme to leverage requirement for data access and toolsets and ensuring Data Science Algorithms Models are into industrial strength solution that can be used by of user and external customer Build of our Group Telefonica in Spain capability and exploitation thereof Collaborating a required with equivalent data scientist in Group to build next generation model to power Aura in the UK our artificial intelligence system and further exploit our Group built analytics capability called 4th Platform which enables set of technical capability and data framework in Build a deep understanding of the business issue to be solved and frame the right question to be addressed Carry out analysis and drive clear and action plan and measure Present plan and to senior management to ensure buy-in and on-going support Coaching junior data scientist in the team a the function and grow Maintain and outside-in view of big data and data science to ensure we are benefiting from new and advancement What we need from you Passionate about data science and analytics and the value that can be created through information exploitation Technically brilliant using some or all of Hadoop Python SAS and willing to learn others Some practical experience with various machine learning and other pattern technique e g NLP is desirable A track in being able to spot opportunity and drive them though to delivery Ability to work simultaneously across several analytical project managing your own time and project to deliver result An ability to talk to people at all level of the business and make simple Some of Visualisation method tool e g Tableau Microstrategy Coaching experience is desirable Additional Information Grade PCGU Salary and benefit We re looking to pay salary depending on experience for this position We also offer plenty of extra to sweeten the deal include thing like bonus life health care holiday entitlement and lot of flexible benefit We also believe a great work-life balance is important so we re open part time and flexible approach to working Like to know more Feel free to raise it If you have any question about the role then please email who will be happy to help ,Tue Nov 24 12:58:00 2020,"title:(data, scientist)",,,,,2326.0,Slough,2020-11-24
53,Bright Purple Resourcing,Data Scientist,About this job Are you an experienced Data Scientist who would like to work at the of green and renewable technology Bright Purple are working with one of the UK s most pioneering energy-techs In a still new and rapidly changing niche this organisation is advancing the novel and disruptive effective that AI and ML can have in area such a demand forecasting electrification and green energy supply This is the chance to apply your understanding and expertise to real-time real-world challenge Your model forecasting and algorithm will play a significant role in price determination sale operation and the supply-side of major Because our client s work is so new and novel all solution and analytic capability are built in-house bespoke entirely custom and one-of-a-kind So you ll need to be prepared to design and implement your own algorithm and build your own model determining the best technology library and statistical tool to achieve your key goal To for this role you must have the following 2 year experience in a Data Science Analytics Modelling or ML roleTime spent working with Python various library Experience working on SQL NoSQL Databases BSc MSc PHD in Maths Computer Science or AI Whilst currently remote the long-term plan will be to have all staff make regular trip to their Edinburgh-based office Up to 3 time a week in the office may be so ideally you will be commuting distance from the City Centre For further Henry Leathem on Show phone number or e-mail ,Tue Nov 24 12:58:05 2020,"title:(data, scientist)",,50000.0,26.34,Y,,Edinburgh,2020-11-24
54,KANTAR,Data Scientist,We go beyond the obvious using intelligence passion and creativity to inspire new thinking and shape the world we live in To start a career that is out of the ordinary please apply Job Details In 2018 Kantar launched the Analytics practice an exciting new area of the business that us technology and solution to creatively solve client problem for some of the world s most brand The Analytics practice supplement Kantar s traditional market research service with technology product that pull in data from across the internet which is used to help brand understand improve their product and drive growth We are looking to hire a Data Science and DevOps Engineer to join the Analytics team whose primary focus is to develop tool and approach for understanding structured and unstructured data text image online behaviour etc and to work with Kantar s client to understand how best to use these data set to address their business problem Under the guidance of the Director of the Analytics Practice this role will own the cloud infrastructure for key product ensuring solution are well built and scalable This role will be the bridge between data science and DevOps helping Kantar s Analytics team to maintain and build out their award-winning digital social AI toolkit KEY OUTCOMES Own the cloud infrastructure for data scientist and key product ensuring they have a secure and capable environment for development with other data scientist to build out our award-winning toolkit Collaborate with the Global IT team to ensure Kantar s architecture and solution are built in the required fashion Research the latest data science deployment solution and work with the wider data both internally and externally to ensure Kantar pushing boundary CAPABILITIES A strong applied understanding of Python of DevOps practice alongside an appetite to implement these within of AI product development skill with the ability effectively with a range of audience both technical and non-technical The following are not necessarily requirement but a healthy mix would be advantageous Experience working with unstructured data NLP imagine video etc for analytical purpose Experience deploying machine learning model into Azure or another cloud environment Experience deployment integration pipeline mindset with a pragmatic approach to solving business problem Practical experience in data science AI technique a well a Computer Science or a similar numerate degree with a track of academic achievement Location London More London PlaceUnited Kingdom Kantar Rewards Statement At Kantar we have an integrated way of rewarding our people based around a simple clear set of principle Our approach help to ensure we are and also to support a pay for performance culture where your reward and career progression opportunity are linked to what you deliver Kantar is the world s leading data insight company We understand more about how people think feel shop share vote and view than anyone else Combining our expertise in human understanding with advanced technology Kantar s 30 000 people help the world s leading organisation succeed and grow ,Tue Nov 24 12:58:10 2020,"title:(data, scientist)",,,,,1105.0,London,2020-11-24
55,RELX Group,Data Scientist Intern,Undergraduate Data Scientists Industrial Placement 12 month London Application Closing Date 31st December 2020 Start Date July 2021 Duration 12 month Overview LexisNexis Risk Solutions is excited to be seeking a Data Scientist industrial placement candidate to join our London based ThreatMetrix Professional Services team for 12 month starting July 2020 Whether your specialism is Statistics Machine Learning or Applied Mathematics our internship is an ideal introduction to how LexisNexis Risk Solutions applies technology to our data in order to provide valuable insight for our customer The goal of the placement is to develop the and analytical skill of the intern so that they are able to solving real world end customer problem a part of our ongoing engagement with a wide range of tier 1 global customer During the placement they will also gain valuable business insight consulting skill that will help them develop into a well-rounded team member This paid industrial placement is suited to undergraduate student who wish a year in industry aka sandwich placement after the year of their degree Company Description LexisNexis Risk Solutions is a leading provider of innovative solution for significant risk data analytics challenge We use the power of data and advanced analytics to help our customer make better timelier decision Our innovative solution enable organisation to manage risk like identity theft fraud money laundering and terrorism and prevent crime and scam As part of the internship the candidate will work within ThreatMetrix team ThreatMetrix provides an end-to-end platform for digital identity intelligence and trust decisioning We instantly detect high-risk transaction and dynamically score them enabling digital business to safely grow online revenue and personalize the digital experience for trusted customer With ThreatMetrix rate rise and fewer customer get flagged for review Fraud security and payment operation run more efficiently decrease and best of all fraudsters often leave for greener pasture We believe security doesn t need at the expense of profitability Security and fraud prevention simply to be better not harder for legitimate customer That s profitability and security LexisNexis is part of RELX Group plc a world-leading provider of information solution for professional customer You can learn more about u at our website As a Data Scientist intern you ll have the opportunity to use global data from the largest real-time digital fraud detection platform to craft solution for a range of customer You ll experience how to leverage real-time digital identity intelligence analyzing billion of transaction per month for some of the operating in Financial Services Insurance and e-Commerce These tool will allow you to attain a unique perspective of the Internet and every to it You ll work within and supportive environment to grow your personal and problem solving skill and help deliver solution that will go head-to-head against some of the most motivated attacker in the world to protect billion in revenue Opportunities and Responsibilities We will help you to establish maintain and tune customer risk model leveraging thousand of data point from the ThreatMetrix Digital Identity Network and data fed from our customer We will introduce you into an analytical team s process and prepare you to a a part of the team delivering exciting solution to our customer with impact We will help you build interpersonal skill required to present your result back to your peer and end customer We will help you demonstrate and apply your in data and mathematics to and interesting real world problem During the placement you will begin to gain responsibility for Leveraging large data source to help monitor identify and flag fraud risk trend and support the development of solution that detect them efficiently Learning to use tool and software package required to analyse the large datasets provided by ThreatMetrix pattern of behavior using data and machine learning in a simple manner to non-technical audience Demonstrate a professional and customer-centric persona when interacting directly with customer via phone e-mail and chat Support and organize event which bring together ThreatMetrix user to learn about the latest development in the cybercrime world Location London Skills and experience We are looking for candidate who are Data Programmers You will need good programming skill in analytical package to leverage our real time data platform SQL Python and R preferable Critical Thinkers A keen eye for detail accuracy and strong critical thinking skill with advanced judgment capability is Analytical problem solver Strong analytical and problem solving skill are required to solve the challenge facing our customer in an ever changing fraud and risk landscape numerical degree Enthusiastic Team Players We are looking for a candidate who working in a and inclusive team environment Data evangalists you will need to be passionate in using data and statistic to solve real world problem Interested in Cybercrime prevention a desire to understand the latest cybercrime trend and attack method is required to deliver meaningful and effective risk model Qualifications Be on track for a minimum 2 1 honour degree or equivalent or Benefits The opportunity to work on a full range of challenging and interesting technology and help some of the next generation of problem in risk data analytics Get to make a real difference to our customer and society using technology Ability to experience work in a fast paced environment and observe the end to end business cycle from sale through to implementation Join a growing diverse and sociable team of talented analyst who enjoy regular team building day and dedicated time for innovation Help u evolve and modernise our approach to data set The opportunity to learn a multitude of technology including but not limited to SQL Python and Microsoft Excel We are an equal opportunity employer qualified applicant for and treated during employment without regard to religion sex national origin citizenship status disability status protected veteran status age marital status sexual orientation gender identity genetic information or any other characteristic protected by law If a qualified individual with a disability or disabled veteran a reasonable to use or access our online system that individual should 1 877 734 1938 or Please read our Candidate Privacy Policy ,Tue Nov 24 12:58:16 2020,"title:(data, scientist)",,,,,39.0,London,2020-11-24
56,Current Health Careers,Data Scientist,A bit about u How many time in your work do you get to save a life At Current Health you get to build and create technology that doe this every single day Current Health help healthcare team to monitor and manage patient s in their own home We shine a light on human health outside of the hospital delivering insight s to healthcare professional and surfacing those who are at high risk of illness before they deteriorate Current Health uniquely brings together expert in artificial intelligence engineering electronics and software engineering product design and clinical operation to deliver a technologically and platform globally What doe a Data Scientist do here We are looking for Data Scientists who are interested in the cross-section between acquisition of physiological signal from the human body and machine learning You will work at the intersection between our wearable device and our data platform Analyse current performance of algorithm to relevant internal stakeholder You will create intelligent model to improve real world performance of mathematical based model and time series model to capture new and novel patient deterioration pattern You will be deeply involved and providing diagnostic information to clinical staff to help them better understand their patient leading to the development of biomarkers for detecting patient disease You will be expected to assist with the design of human study data You will have the opportunity to work with team across the whole organisation from Software Hardware to Sales and Marketing About you You will have proven experience with data science language ideally python and a query language You will have experience manipulating large and deep data set from 100 MB to 100 TB You will have experience with feature extraction and feature selection Experience in presenting data driven decision to non-technical people Experience in extracting data from multiple source such a S3 Hive Athena HDFS You will have experience with time series modelling You will have strong understanding of how to use statistic to evaluate model You will have proven experience using both labelled and unlabelled data to build model Experience with digital signal processing would be a huge bonus i e FFTs digital filtering wavelet transforms Familiarity with various data science pipeline and lifecycles for iterating model such a unix liux pipeline would be ideal Experience with preferably Git would be beneficial Familiarity of clinical study design Experience with i e hadoop spark hive would be beneficial ,Tue Nov 24 12:58:22 2020,"title:(data, scientist)",,,,,,Edinburgh,2020-11-24
57,SeamlessML,Data Scientist - Graduate Entry,Data Scientist Graduate Entry The Data Science team are responsible for using machine learning technique to build model optimising the machine-learning pipeline data-processing and creating APIs During an intensive period of mentorship and training Data Scientists learn the latest software skill and machine learning technique and expert at modelling to the highest standard Why should you apply At Seamless ML you can expect exceptional growth and advancement opportunity You will be challenged to perform at your best We have a strong emphasis on quality over quantity People work their best when they are well this is why we have an unlimited holiday allowance You will work with talented developer to solve demanding real-world problem You will get the to find the best solution out of many possibility with little direction Your role Work with a team of developer with exceptional mathematical ability Generate high quality datasets to build market-beating model with machine learning technique Maintain and build on our established advantage in market Requirements We are looking for application from exceptional candidate with a passion modelling or machine learning who are eager to learn grow and further develop their skill You ll likely have A excellent track of academic achievement from a world leading university in a relevant subject such a math or physic A clear passion and focus on machine learning perhaps you re always on Kaggle in your spare time Familiarity with python with the ability to quickly develop skill Salary 60 000 to 85 000 pa You will automatically receive an from u when you submit your application If you haven t received this please check your spam folder and add u to your address book to ensure you don t miss ,Tue Nov 24 12:58:27 2020,"title:(data, scientist)",,85000.0,44.78,Y,,Cambridge,2020-11-24
58,Dataiku,Data Scientist - London,Dataiku allows enterprise to create value with their data in a human-centered way while breaking down silo and One of the most unique characteristic of our product Data Science Studio DSS is the breadth of it scope and the fact that it caters both to technical and non-technical user Through DSS we aim to empower people through data and democratize data science We re looking for a Data Scientist to join Dataiku in our office in London Dataiku s promise to our customer is to provide them with the software and support to accelerate their Data Science and Machine Learning maturity Dataiku s Data Science team is responsible for delivering on that promise Internally we call the team the DataFab ask u about it As a Data Scientist at Dataiku you will have the opportunity to participate in our customer s journey from supporting their of the platform it s installation to training user data science application from design to deployment You will get hands-on in multiple language and applying the latest big data technology to business us case Our ideal candidate learning new language technology and modeling technique while being able to explain their work to other data scientist and client What You ll Do Co-develop data science project with our customer Crunch analyze and investigate various kind of data across industry and use case Explore new machine learning algorithm and apply them to real-world business application Deploy Machine Learning model to production and develop it integration or front-end e g a webapp Help user the Dataiku platform and to master it use by providing training to user with a wide range of background and skill level data science IT analyst manager etc Communicate result to and client Provide data science expertise to customer and internally to Dataiku s sale marketing and R D team Who You Are Curiosity and a desire to learn new topic and skill Empathy for others and an eagerness to share your and expertise with Dataiku s customer and the general public 2 year of experience with R or Python 2 year of experience with modeling Familiarity with data visualization in Python R or JavaScript Understanding of relational data structure and SQL Bonus point for any of these Experience with PySpark SparkR or Scala Experience developing WebApps Experience building APIs Experience with cloud infrastructure especially Kubernetes Passion for teaching or public speaking Benefits Exposure to a wide range of enterprise customer across industry Examples of Dataiku s of customer include GE Unilever Comcast Ubisoft OVH Santander and Capgemini A wide diversity of project and task ensures that no two day will be alike Opportunity to vision of and product simplify and democratize the way people work with data and use Artificial Intelligence Exposure to the latest open-source technology that Dataiku integrates See our release note for our latest development Trips to Paris our European HQ and other location worldwide and team summit Opportunity to work with a smart passionate and driven team in hypergrowth mode Dataiku ha a strong culture based on key value Transparency Ambition Excellence Humility and Empathy To fulfill it mission Dataiku is growing fast In 2019 we achieved status went from 200 to 400 people and opened new office across the globe Spanning from Sydney to Frankfurt Denver to London geography doesn t stop Dataikers from working closely together and sharing experience Collaboration is key within our product and culture We strive to create a sense of belonging while fostering diverse thinking by cross-team cross-office interaction like our offsite or Paris onboarding Fly over to Twitter and Instagram to read story about our culture people and success Our practice are rooted in the idea that everyone should be treated with dignity decency and fairness Dataiku also belief that a diverse identity is a source of strength and allows u to optimize across the many dimension that are for our success Therefore we are proud to be an equal opportunity employer All employment practice are based on business without regard to race ethnicity gender identity or expression sexual orientation religion age neurodiversity disability status citizenship veteran status or any other aspect which make an individual unique or protected by law and regulation in the location where we operate This applies to all policy and related to recruitment and benefit performance promotion and termination and all and term of employment ,Tue Nov 24 12:58:33 2020,"title:(data, scientist)",,,,,,London,2020-11-24
59,Cytora,Senior Data Scientist,Cytora transforms underwriting insurance we help insurer underwrite more accurately and efficiently delivering fairer price to their customer What working a a Data Scientist at Cytora look like Cytora s data service team is an interdisciplinary team and you will be working alongside data engineer software engineer and other data scientist The team is responsible for existing live data product and for supporting other team in creating brand-new product Our data product which are used by international insurer range from risk over prioritisation ranking to data integration product One of the responsibility of data science in the team is to make sure that new product are reliable and useful for our customer This involves data exploration model prototyping testing customer in a ship fast and iterate manner always with the end-user in mind It also involves model maintenance and support for other team a we are the go-to-team for any question related to our data-driven product offering As a data scientist at Cytora your day will start with a team stand-up where we check progress of the stream of work and discus possible blocker to try to those You will be discussing the future of our platform in our bi-weekly data roadmap session with your fellow data scientist and data engineer You will be researching potential new source of data and assessing it quality and suitability for product and model You by researching new technique and approach and keep up to date with the scientific literature and share those finding with our monthly data science workshop Requirements What we are looking for in candidate Proven experience a a Data Scientist Ability to perform exploratory data analysis draw insight from noisy data when facing open ended problem and impact the future of the product Good understanding of various machine learning approach in particular GLMs and gradient boosting method but also the trade-off between machine learning and rule based model Experience with Python data science library numpy panda scikit-learn Git and unix based system Experience with production environment where data science application were deployed and served to customer live Experience exploring and manipulating geospatial data and it use on live-deployments Ambition to work in a fast moving environment Willingness to share with peer problem-solving and inquisitive mind and a self-starter attitude Bonus point Communication skill to present technical result in front of internal and external stakeholder Understanding of risk model used in insurance or scoring Familiarity with GCP AWS Willing to get hands-on with engineering task Benefits Remote working Private Health Insurance Pension Plan Training Development Stock Options Flexi hour Learning and Development budget Mental Health initiative inc Team event budget About Cytora Cytora transforms underwriting insurance The Cytora Platform enables insurer to underwrite more efficiently and deliver fairer price to their customer Cytora is a trusted partner to global insurer backed by leading venture capital and supported by builder of some of the world s most successful With a world-class team of expert in machine learning risk modelling and strategy Cytora is powering the future insurance To learn more about our culture and benefit visit our career page Equal Opportunities We are an equal opportunity employer and value diversity at We do not discriminate on the basis of race national origin gender sexual orientation age marital status veteran status or disability status ,Tue Nov 24 12:58:38 2020,"title:(data, scientist)",,,,,2.0,Home Based,2020-11-24
60,UK Government ,"Grade 6, Grade 7 - Data Scientists – Prime Minister’s Office",Organisation Details Cabinet Office support the Prime Minister and ensures the smooth running of government from developing policy to modernising public service We talented people from all background with the skill and to build a career in the Civil Service The Cabinet Office Purpose is to maintain the integrity of the the security of the realm and sustain a flourishing democracy to support the design and implementation of HM Government s policy and the Prime Minister s priority and to ensure the delivery of the finest public service by attracting and developing the best public servant and improving the efficiency of government The work Cabinet Office delivers is vast and therefore present opportunity to develop your skill and experience in a variety of critical government agenda An organisation of approximately 7 000 employee the Cabinet Office is a vibrant modern and exciting place to work attracting a diverse workforce which represents the people we serve Our main office are in London but we have staff based around the UK At the heart of this are our Cabinet Office value To deliver our Purpose and help make Cabinet Office a great place to work we to treating everyone with Respect actively Collaborate and build Trust We have an aspiration to the most inclusive employer across the Civil Service We have a number of staff benefit including flexible working and access to a number of staff support network to ensure we meet this Business unit information The Prime Minister s Office enables the Prime Minster to deliver the Government s overall priority and the Government s policy to Parliament the public and international audience From the Policy Unit and Press Office Switchboard and Custodians to the Events Visits team and the world class Private Office support the diverse Downing Street team draw on varied expertise from across the Civil Service and beyond The together to deliver excellent service to the Prime Minister while also making No10 a great place to work Job Description Summary You will work in the Prime Ministers Office at 10 Downing Street using your exceptional data science expertise to tackle the most pressing problem of our time These are demanding and intellectually stimulating role providing an unparalleled opportunity your specialist technical skill with an ability to influence the most powerful decision maker in including the Prime Minister Job Description These are critical role in 10 Downing Street s Analytical Unit The role offer an unparalleled opportunity to develop your career personally and in the Civil Service You will work across No 10 to ensure all decision making is based on the best available evidence and analysis typically to timeframes of a few to a few week Formed in mid-2020 the Analytical Unit called 10DS 10 Data Science ha a remit to radically improve the way in which key decision are informed by data analysis and evidence We do this though i enabling 10 Downing Street to utilise the best available evidence and data science throughout the policy and decision-making process ensuring that the Prime Minister and staff are intelligent customer of analysis and a culture of evidence-informed policy and ii provoking positive change across Central Government through providing challenge and across Whitehall to drive long-term system change solve the most pressing policy challenge In support of the above you will work directly with the Prime Minister s Private Office Policy Unit and Government Departments on critical priority area and major project Current member of the team have provided advice on key decision related to HS2 and achieving Net Zero You will design undertake and present visually-engaging analysis to inform critical decision and ensure that the standard of analytical work is of the highest quality You will work closely with department on their analysis and evidence base relating to the PM s priority area You engage across Whitehall building effective working relationship and engaging with senior stakeholder to champion the value of data science You can also expect to actively engage with and help set the agenda for the cross-government data We are a hard-working and inclusive team highly and support and widely networked within No 10 and central government We look forward to receiving your application Main Responsibilities G7 Leading on specific priority project working closely with the PMs Private Office and Policy Unit and ensuring appropriate governance process are in place Scoping and leading proactive analysis and technical task on priority area creating data science product which achieve significant impact Engaging with analyst in department to ensure analysis is a robust and useful a possible in driving decision Reviewing policy proposal shared by department and advise on the most appropriate method and metric for measuring impact Developing of technique and sharing of data science within the 10 DS team and across government Working with data engineer to map produce transform and test new data service drawing on the most appropriate tool and technique Main Responsibilities G6 Leading on specific priority project often and rapidly changing area working closely with the PMs Private Office and Policy Unit and establishing appropriate governance process Setting the strategic direction for your area of technical expertise e g machine learning dynamic modelling developing the 10DS base and sharing across No10 and HMG Reviewing policy proposal shared by department and advising on the most appropriate method and metric for measuring impact providing in-depth analysis of the robustness of proposal leading effective across HMG Scoping leading and managing the financial and human resource for proactive analysis on priority area leading the development of data science product which achieve significant impact Supporting the effective management and strong performance of 10DS promoting diversity inclusion regular honest supporting the learning development of the whole team Role modelling good leadership and change management in the team engaging and maintaining of all and improving prioritisation pace and performance Leading engagement with data engineer to map produce transform and test new data service drawing on the most appropriate tool and technique Allowance The post holder may be entitled to a Cabinet Office Digital Data and Technology allowance in of their specialist skill and experience Application Process We are requesting a 1000-word statement of suitability and CV at application Please ensure you refer to the main responsibility skill and behaviour listed below your statement of suitability The behaviour assessed at sift will be the following Seeing the Big Picture Communicating and Influencing Delivering at Pace Leadership Changing and Improving We will be holding a launch event for these position during w c 23rd November Please use the link below to register your interest REGISTER YOUR INTEREST Assessment for these position will also include an interview and selection centre to test and data science expertise More information will be made available to those invited to interview There are role available at G7 and G6 Please indicate which level you will be applying for in your statement of suitability We may also offer near-miss opportunity meaning at the end of the recruitment campaign you may be offered a similar role at a lower grade This role requires SC clearance Please note that this role requires SC clearance which would normally require 5 year UK residency in the past 5years This is not an absolute requirement but supplementary check may be required where individual have not lived in the UK for the required period This may mean that your security clearance and therefore your appointment will take longer or in some case not be possible Responsibilities Please refer to Job Description Behaviours We ll ass you against these behaviour during the selection process Seeing the Big Picture Communicating and Influencing Delivering at Pace Leadership Changing and Improving Technical skill We ll ass you against these technical skill during the selection process Data science expertise BenefitsLearning and development tailored to your role An environment with flexible working option A culture inclusion and diversity A Civil Service pension ,Tue Nov 24 12:58:44 2020,"title:(data, scientist)",,70877.0,37.34,Y,38.0,London,2020-11-24
